0.000000000	28.61809561
0.049382716	865.7172252
0.098765432	828.788367
0.148148148	868.0198335
0.197530864	855.1079959
0.24691358	857.8965696
0.296296296	854.5947699
0.345679012	854.7495807
0.395061728	853.0271145
0.444444444	851.8792688
0.49382716	850.5777483
0.543209877	849.3378201
0.592592593	848.0391454
0.641975309	846.8108491
0.691358025	845.5911444
0.740740741	844.3810837
0.790123457	843.1795528
0.839506173	841.9861293
0.888888889	790.6663048
0.938271605	814.7418358
0.987654321	803.4557486
1.037037037	808.316949
1.086419753	805.7695017
1.135802469	806.6979621
1.185185185	805.9333018
1.234567901	806.0156238
1.283950617	805.7302387
1.333333333	805.6325586
1.382716049	805.403352
1.432098765	805.2754677
1.481481481	805.1345303
1.530864198	804.9574627
1.580246914	804.8347208
1.62962963	804.7205219
1.679012346	804.5587272
1.728395062	804.506189
1.777777778	804.3839195
1.827160494	804.2516444
1.87654321	804.1588364
1.925925926	804.0801232
1.975308642	803.9493204
2.024691358	803.8779173
2.074074074	803.7574503
2.12345679	803.6943463
2.172839506	803.6351266
2.222222222	803.5275729
2.271604938	803.5265503
2.320987654	803.4009857
2.37037037	803.3696582
2.419753086	803.3223497
2.469135802	803.2353159
2.518518519	803.1992204
2.567901235	803.1158937
2.617283951	803.0865164
2.666666667	376.035258
2.716049383	253.688266
2.765432099	248.46047
2.814814815	242.6136227
2.864197531	236.9364371
2.913580247	231.3951724
2.962962963	225.9851368
3.012345679	220.6900131
3.061728395	215.53518
3.111111111	210.4890237
3.160493827	205.5629687
3.209876543	200.7540814
3.259259259	196.0723345
3.308641975	191.4770118
3.358024691	187.002752
3.407407407	182.6232343
3.456790123	178.3595068
3.50617284	174.1854098
3.555555556	170.1104297
3.604938272	166.1321595
3.654320988	162.2588809
3.703703704	158.4668032
3.75308642	154.7548871
3.802469136	151.1405636
3.851851852	147.6122193
3.901234568	144.157891
3.950617284	140.7854521
4.000000000	0.0
